label	text
体育	火箭首胜鸡蛋里挑骨头对手竟抓下19个前场篮板球
体育	状元郎毛遂自荐要进梦十 18+11野兽有望助拳科比
体育	美媒：湖人有了另一个MVP 火箭五连败后有望五连胜
体育	联盟正式调查微笑刺客 3年前悬案恐让其终生远离NBA
体育	数最佳开局东莞还看今朝 单场54分老熟人不得不防
体育	28秒11分巅峰麦蒂附体!爵士妖星上演不可能的逆转
体育	NBA老照片-AI深情亲吻76人队徽 传奇巨星离开NBA
体育	中国德比大盘点：移动长城最经典 姚易对决最精彩
体育	中国德比成美国新闻事件 阿联从没被首都如此关心
体育	公牛王朝跨世纪羞辱热火 第三败无情撕碎72胜幻想
体育	前瞻：火箭奇才精装难兄难弟 姚易有望双双刷数据
体育	单节54分21中20! 疯狂之夜28年前竟有更恐怖一幕
体育	哼哈2将浪投湖人变东郭先生 科比怒不可遏狠砸皮球
体育	太阳篮板不利欲补强力中锋 凤凰城盯上火箭弃签之人
体育	奇才筹备中国德比犹如过年 主帅却对内线大为光火
体育	昔日骑士球霸早已颓废 他靠什么在NBA赚了4000万
体育	奇才老板力挺大将军留队 赞他仍是联盟最棒的球员
体育	奥尼尔有望天王山战复出 鲨鱼欲单挑热火最弱一环
体育	杰克逊称赞飞侠攻击力 科比：专注就能投进关键球
体育	森林狼vs湖人首发：奥多姆遭遇劲敌 科比冲八连胜
体育	步行者单节54分轰退掘金 篮网不敌骑士惨遭五连败
体育	湖人13年最佳开局含金量几何 科比的忠告都忘了吗
体育	湖人超值低薪揽一个全能硬汉 这张牌啥时出啥时管用
体育	火箭奇兵：马刺给了我信心 沃尔能冲击所有人防守
体育	热火350万忠臣效率冠绝联盟 他打替补都比波什称职
体育	现场：皇帝吃火锅头箍被打掉 斯隆不满吃技术犯规
体育	江苏恐怖客场之旅体能堪忧 挑战连胜之师北京新疆
体育	现场：韦德暴扣延续热火进攻势头 爵士防守如漏勺
体育	皇帝三双韦德39分热火加时负 米帅46分爵士大逆转
体育	科比2.1秒穿心箭半场23分 热火弃子扣翻卫冕冠军
体育	科比赛季新高湖人八连胜 勒夫双20森林狼客场饮恨
体育	米尔萨普神迹能追米勒 韦德：我们最后时刻不淡定
体育	老无所依：NCAA得分王委身NBDL 北卡四少风光不再
体育	老无所依：德州第一老农 一代乔丹接班人退出舞台
体育	队友为挽留甜瓜整日期待 掘金调整管理层释放善意
体育	阿联：肯定得请大姚撮一顿 我那小庙“不敢”邀他
体育	13分7板4封盖阿联强势回归 姚明夸他的话没有错！
体育	浙江战天津丁锦辉有望复出 麦克-詹姆斯暂不下岗
体育	14大三巨头排行：热火名声最耀眼 湖人两冠最实惠
体育	20+6+3之人奇才竟没提前续约 这一悍将来年众队抢
体育	世锦赛篮板王vs得分王 国际顶级大前激战中国德比
体育	中国德比易建联独领风骚 野兽暴扣获奇才官网狂赞
体育	前瞻：科比冲击新里程碑 湖人两悍将欲完封安东尼
体育	华盛顿太空易人气暴涨 中国球迷喊出阿联进先发！
体育	大将军7中1病魔引发心魔 昔日狂人为何脆弱如麦蒂
体育	大将军语出惊人再谈“诈伤门” 害怕被嘘拒绝首秀
体育	太空易与沃尔组成兄弟连 状元：和他配合感觉很棒
体育	太空易飞身大帽怒视洛里 冲天杀气火箭钢炮也懵懂
体育	经纪人确认弗朗西斯将被裁 16年最大牌告别倒计时
体育	姚明之伤何时时来运转 最难境遇火箭要学绝处逢生
体育	姚明再伤不幸中或存万幸 这一次患处距死穴有距离
体育	姚明被撞摔倒左腿肌腱扭伤 打6分14秒退出德比战
体育	官方新秀榜：昔日状元赶超沃尔 火箭小将横空出世
体育	斯科拉：我们要对姚有耐心 易为球队做出很大贡献
体育	新浪体育正视频播凯尔特人vs热火 迈阿密力避连败
体育	易建联：四年了让我也赢一回 我也得给年轻人腾地
体育	桑德斯：能否多上得看易自己 姚健康仍是联盟顶尖
体育	火箭vs奇才首发：姚明携手菜鸟控卫 阿联替补待命
体育	火箭开季5大首发已伤4人 这支球队究竟被什么封印
体育	知情人透贾秀全供出谢亚龙 交代收多家俱乐部厚礼
体育	胜利夜李春江却狠批球队 山东主帅感慨一致命难题
体育	热火主帅暂无下岗之忧 迈阿密最缺内线防守悍将
体育	热火败仗后启动一笔签约 与凤凰城争中锋之战打响
体育	爵士双杀佛州两强他功不可没 米尔萨普：我等了很久
体育	状元身后有黄金前锋线 53+24诠释一个好汉三个帮
体育	现场：阿联半场6分2板2帽 姚明左脚扭伤不再登场
体育	老鹰惨负雄鹿遭到三连败 铁血爵士再逆转拆穿魔术
体育	谁来替代姚又成火箭难题 海爷犀利哥合体才是正道
体育	调查-阿联中国德比表现出众 您如何看待他的表现
体育	超新星作陪阿联何愁不发挥 沃尔比黑豆高明在何处
体育	阿帅：史密斯承受巨大压力 姚明今非昔比健康为重
体育	转播表-四台直播广东客战山东 弗老大战江苏有播
体育	雷霆双子星闪光擒获76人 比斯利42分森林狼灭国王
体育	35分冷艳杀手永不可忽略 7颗惊雷他亲手送热火升天
体育	5场恶斗考验阿联转型成果 擒猫有招如何向KG致敬
体育	两连败蚕食波什最后信心 更换角色或让他重振雄风
体育	丹佛得他可再腾千万薪金 甜瓜交易不该忽视底特律
体育	内部数据揭示斯特恩撒谎 联盟收入连续两年创纪录
体育	史密斯：打帕克其实还是被踢屁股 相信我还能更快
体育	唯一安慰来自湖人!紫金王朝纪录昭示热火并未完蛋
体育	奥登时隔1年左膝仍未愈 昔日状元复出之日遥遥无期
体育	当当当!铁神附体科比7中1 3号位对决野兽甜瓜互爆
体育	辽宁两连败后战冤家上海 两任国家队主帅狭路相逢
体育	易建联中国城宴请布莱切 餐后行礼酷劲十足(视频)
体育	沃尔：阿联投篮不必犹豫 跟我挡拆后有机会就出手
体育	湖人MVP被所有人遗忘! 被拖垮的那刻干嘛不给他球
体育	湖人防守专家被32+13利刃刺穿 叛徒也照样能杀敌!
体育	火箭仍有资本触底反弹 3人组为主休城不会就此倒下
体育	火箭新星成休城最投入战士 姚明：他很有种很有种
体育	火箭错过丹皮尔究竟是好是坏 姚明：也祝他好运吧
体育	热火第一射手瞄准湖人复出 最强阵容圣诞大战聚齐
体育	现场：波什犯规韦德面露焦虑 阿伦六记3分笑里藏刀
体育	禅师诡异换人求湖人1败 全世界都想知道那人去哪了
体育	圣诞节外援狂发礼物 奥德杰自掏腰包送出20个ipod
体育	科比34分湖人新赛季首败 安东尼复苏掘金掀翻冠军
体育	科比成最年轻26000分先生 超张伯伦之夜他却是罪人
体育	美媒突曝火箭有意狼群超新星 莫雷指他自我救赎？
体育	美媒评新赛季10大中锋：姚明第八 魔兽力压加索尔
体育	闪电侠七年第二场噩梦 华丽舞步为何遇克星就变渣
体育	黄蜂主动上门兜售佩贾+新星 火箭忍心放走得分王
体育	13+6+7+2+2钢炮喷火！ 两记铁肘见证铁血战士的心
体育	14日900视频直播奇才VS公牛 状元对状元的焦点战
体育	6大帽创纪录！阿联达来了 扣篮牛人就这样被征服
体育	7投1中后是14投2中 低迷大将军只剩打铁很稳定
体育	弗老大CBA的激情与落寞 生涯三次被裁两次在圣诞
体育	兰德里：垃圾话大王非天尊莫属 姚明堪称球场君子
体育	前瞻：奇才背靠背挑战公牛 沃尔罗斯同门状元死磕
体育	勇士收购案正式获批 4亿5000万创NBA球队售价新高
体育	勒夫31分31板轰跑尼克斯 纳什发飙太阳主场灭国王
体育	十大劲爆球员：乔丹仅第3韦德第5 科比领先勒布朗
体育	太空易崛起令奇才创纪录 一项数据笑傲联盟三十强
体育	奇才主帅：易被吹犯规是转折点 那次判罚太糟糕了
体育	安东尼保罗曾开香槟预祝聚首纽约 甜瓜仍在做选择
体育	巴丁格自我感觉很严重 一个左脚踝已经害火箭六次
体育	易建联：不知道自己破纪录 裁判要那么吹我也没辙
体育	弗老大同意终止合同 高层确认为球队利益让他离去
体育	昔日巨星追忆录：比得分不输科比 手枪之名震天下
体育	火箭vs步行者首发：姚明小布双休战 米勒挺进先发
体育	热火开局暗合夺冠赛季 皇帝：我就是来接受挑战的
体育	现场：阿联双手补扣震惊全场 半场送出4分3记大帽
体育	现场：阿联大帽送给扣篮达人 桑帅替补换人做调整
体育	现场：阿联已拍出6大帽 桑帅不信圣斗士经验吃瘪
体育	疯传火箭与国王再次交易 勒夫之外休城还在紧盯他
体育	皮尔斯赢球微博讽刺勒布朗 恶搞皇帝艰难决定台词
体育	艰难取胜却又有人受伤 残阵火箭怎能承受再损猛将
体育	詹姆斯点出主场负绿衫军原因 上场太久最后没体力
体育	征战辽宁刘炜已习惯被骂 他用一句话回击球迷挑衅
体育	调查-火箭击败步行者 您如何评价米勒及全队表现？
体育	阿帅暗示要习惯无姚比赛 米勒：终于搞懂如何赢球
体育	阿联比肩四大火锅高手 封盖不是你想盖想盖就能盖
体育	阿联生涯新高献6记大帽 奇才功亏一篑主场负山猫
体育	7投6中之人早该进入首发 热火BIG3更喜欢这种大个
体育	ESPN盘点近期流言大户 六大球星火箭能捕获几人？
体育	NBA老照片-哈达威奥尼尔经典搭档 90年代代表组合
体育	亚历山大惨遭黄蜂裁员 中国男孩曾在北京创造纪录
体育	前瞻：赛季首败刺激湖人奋起 离婚危机恐困扰纳什
体育	勒夫31篮板表现刺激阿联队友 麦基发微博誓言爆发
体育	新浪第3周最佳阵容八一尖刀入选 新疆妖星无人敌
体育	命运多舛!中国球员悲情一周 姚明阿联心若在梦就在
体育	大卫-李手术成功归期未定 勇士高塔或因此休战2周
体育	奇才vs公牛首发：两状元对对碰 奇才硬汉带病作战
体育	对主教练安排有意见？ 詹姆斯回应：这是媒体胡扯
体育	快船稳妥为上延迟戴维斯复出 大胡子或感恩节回归
体育	易遭队友误伤早有先例 十大幕后杀手姚明赫然在列
体育	森林狼称卢比奥夏季登陆NBA 尼克斯想得金童没门
体育	每日之星：33岁老将双20惊艳全场 漂泊12载仍发光
体育	沃尔轻伤不下火线受肯定 大将军和他做队友我骄傲
体育	热火廉价一签白捡顶级射手 154万之人可媲美阿伦
体育	法新社关注弗朗西斯去留 助教证实球队正商谈细节
体育	现场：大将军得分赛季新高 辛里奇面对旧主手不软
体育	现场：热火狂攻力争结束连败 主帅不满判罚吃技犯
体育	现场：阿联与诺阿斗狠倒地拼抢 命中高难打板三分
体育	现场：阿联快攻接沃尔传球暴扣 奇才首节反超公牛
体育	白人帅哥被扣成90度弯腰 观众惊呆裁判也忘了吹T
体育	纳什得子后一天声明离婚 飘发哥称与妻子分居数月
体育	罗伊吃消炎药对抗膝伤 开拓者或削减核心出场时间
体育	罗伊因膝伤复发退赛 开拓者核心或永远都无法康复
体育	赢球只因寻回老火箭风采 阿帅请牢记防守的价值！
体育	趣味数据：两数据体现姚明作用 勒夫双31震古烁今
体育	焦点之战大郅却被摁在板凳 阿的江：他已非常疲劳
体育	阿联倒下前曾有重大收获 四年最佳拍档如天赐之礼
体育	首发：大Z先发热火欲止连败 波什主场迎旧主挑战
体育	麦蒂或成汽车城精神领袖 一席话激励活塞摆脱连败
体育	22记三分!太阳神的怒吼 5年前他们就生生投死湖人
体育	专访阿联：伤情不重大家宽心 亚运男篮要打出士气
体育	伤病让他走下美媒心中神坛 三大水货状元竟有姚明
体育	全美最好球迷全场嘘声送尼克斯 小斯：死活都不进球
体育	奥多姆被一场车祸困扰三年 终与事主达成私了协议
体育	奥登恢复良好有望年底复出 开拓者五号位前赴后继
体育	完美八连胜开局仍不满足 黄蜂寻求大牌交易不手软
体育	谢案大得让办案人吃惊 6场问题球不排除正被侦查
体育	男篮前主帅率队击败现任 这是郭士强最想要的胜利
体育	官方实力榜黄蜂强势拉湖人下马 奇才跌至倒数第2
体育	尼克斯追逐跑轰发动机纳什 复刻昔日太阳只差一步
体育	巴丁格仍在火箭每日观察名单 客场出战尼克斯成疑
体育	新弹簧人空接暴扣技惊四座 火箭未来先发有他一席
体育	杰克逊指出湖人输在细节 科比太阳如此神准难再现
体育	正在视频直播黄蜂vs小牛 西南区内战硝烟再起
体育	每日之星：三分疯子引领太阳雨 拦网断球击沉湖人
体育	波什屡遭误解厌倦唱反调 媒体爱折腾热火永无宁日
体育	湖人寿星老赛前预定深夜狂欢 心思不在球上还想赢？
体育	湖人罕见内讧遭电视曝光 科比杰克逊场边大声争吵
体育	裁判的屁股拍不得！吕小明“咸猪手”招技术犯规
体育	火箭连胜却有个人笑不出来 中锋暗指纽约提前放弃
体育	热火遇强则弱毫无冠军相 大Z将成球队转运之关键
体育	犀利哥两爆扣神似小霸王 尼克斯为用他换麦蒂后悔
体育	猛张飞也玩穿裆! 火箭230万先生气得小斯跳脚大骂
体育	现场：希尔两暴扣过足瘾 洛瑞难淡定抱怨裁判吃T
体育	现场：虚晃暴起小斯野兽灌篮 潘帕斯之舞钻石耀眼
体育	现场：马丁及时雨远投逆颓势 斯科拉惹上犯规麻烦
体育	真正拉锯战第二阵容抢眼 火箭蓝领防守请霸王让路
体育	科比两天超两湖人巨星却遭谴 今夜14助攻＜8失误
体育	科比准三双湖人难逃两连败 太阳22记三分轰塌洛城
体育	邓华德郭士强赛场再相逢 男篮两帅五秒握手无交流
体育	科比砸篮板自传自投看傻对手 惊人一跃再秀水蛇腰
体育	篮球麦加火箭期待首场连胜 斯科拉扣篮未遂遭嘲笑
体育	费尔顿难堪大任纽约死心 小斯独木难支他需要纳什
体育	这是一个属于控卫的时代！ 沃尔罗斯青春没有妥协
体育	阿帅赛后狂赞1人防死小斯：领先时换他就为多休息
体育	阿帅：火箭上赛季特质又回来 我们还可以做得更好
体育	阿联受伤前已是内线第一轮换 心够决蓝领也有春天
体育	顶级净度+颜色+切工！ 火箭有颗钻石给多少都不卖
体育	马丁：享受在麦迪逊花园打球 全场嘘声你会更努力
体育	魔兽眼红迈阿密三巨头共事 续约或推迟亦可能离队
体育	邓华德：杨鸣得高分只因出手多 换我也能得那些分
体育	13+7邓肯场均数据创新低 铁血马刺已成跑轰大队？
体育	休城已着手买断末位替补 昔日乐透秀或重返老东家
体育	前方手记：阿联微笑挂在脸上 华盛顿没有勾心斗角
体育	前瞻：奇才迎来救赎之战 大将军有望继续凶猛火力
体育	周最佳：控卫大热席卷联盟 公牛新核携手德隆当选
体育	奇才三员大将一同养伤 阿联大将军或有望同时先发
体育	小布重伤火箭应变：重点用洛瑞 但不该让他打首发
体育	无姚火箭新双核迅速接枪 阿帅的哲学永远不会改变
体育	昔日巨星今何在：乔丹身边第一红人 来中国过戏瘾
体育	每日之星：达拉斯杀手代号031 1米88超六怎会休眠
体育	13天13分钟“弗云”散去 首钢送别“球票促销员”
体育	沃尔因脚踝伤缺席奇才训练 状元主场出战猛龙成疑
体育	湖人内线猛将庆幸伤无大碍 加索尔替补将接受手术
体育	火箭赛季已有6人左脚扭伤 冬天已来了春天还会远吗
体育	特里26分加关键球救小牛 黄蜂客场遭逆转首尝败果
体育	科比：别总琢磨着压榨球员 收入下降不该我们埋单
体育	米勒：我最多恢复了75% 姚明回来前我得多干点活
体育	詹姆斯成《TIME》年度人物候选 加盟热火曾引轰动
体育	让每个对手都害怕 不知不觉凶狠硬朗的火箭回来了
体育	连败湖人急需胜利 科比欲拾进攻利矛刺穿雄鹿盾牌
体育	邮报：奇才核心阵容初具模型 易受伤影响整支球队
体育	U16男篮集训16人大名单 阿的江爱子领衔八一3小将
体育	1400万双星43+21输球也该赞 科比面前低头并不丢人
体育	6分5板也值3400万美元 猛龙伪天才比阿联强在何处
体育	上海特大火灾阿联很揪心 从微博得知男篮备战动态
体育	不怕球风软就怕没有好搭档 06状元是阿联一面明镜
体育	专访NBA财富女神 网络时代中国球迷的幸福生活
体育	伤病竟成状元生涯必修课 奇才大胜仍心念开路先锋
体育	公牛vs火箭首发：米勒继续领军 洛瑞先发菜鸟替补
体育	前瞻：雷霆双闪电以逸待劳 无姚火箭低调出征俄城
体育	四劲旅盯上掘金1300万核心 经理他比安东尼先离队
体育	大将军找回自我终于爆发 所有的压力全部脱掉脱掉
体育	东莞新主帅本季不简单 年轻军团拼出6胜0负有秘诀
体育	天王塔20+10+4全联盟独一份 以后请叫他圣加索尔
体育	奇才大胜阿联表示很冲动 谈连碰巨头太空易出妙语
体育	姚明笑言开局低迷中盘震荡 费根：打太阳姚明复出
体育	小AI伤病恶化宣布休战 阿根廷悍将借此上位战骑士
体育	小斯明送秋波招揽甜瓜 安东尼：我是勒布朗级巨星
体育	小牛老板嘲笑热火惨淡战绩 库班：蹂躏他们并不难
